filename,xp1m,xp2,xp3,xp4
457.html,-1,آنها مى گويند: «چرا مردانى را كه ما از اشرار مى شمرديم (در اينجا، در آتش دوزخ) نمى بينيم؟! (62),بد است مورد اذیت و آزار عده‌ای نادان قرار می‌گیرید و از کار خود به‌شدت پشیمان می‌شوید ترک شود.,دچار افراد شیاد و بدجنسی خواهید شد به‌هیچ‌وجه انجام ندهید.
459.html,0,او شما را از يك نفس آفريد، و همسرش را از (باقيمانده گل) او خلق كرد; و براى شما هشت زوج از چهارپايان ايجاد كرد; او شما را در شكم مادرانتان آفرينشى بعد از آفرينش ديگر، در ميان تاريكيهاى سه گانه، مى بخشد! اين است خداوند، پروردگار شما كه حكومت (عالم هستى) از آن اوست; هيچ معبودى جز او نيست; پس چگونه از راه حق منحرف مى شويد؟! (6),میانه است در صورت بررسی همه‌ی جوانب و مساعد بودن اوضاع انجام والا ترک شود.,با افراد خبره و اهل فن مشورت کن جوانب کار را نیز بسنج اگر خوب بود عمل کن والا ترکش کن.
461.html,-1,آيا كسى كه خدا سينه اش را براى اسلام گشاده است و بر فراز مركبى از نور الهى قرار گرفته (همچون كوردلان گمراه است؟!) واى بر آنان كه قلبهايى سخت در برابر ذكر خدا دارند! آنها در گمراهى آشكارى هستند! (22),بد است از ظاهر قضیه نمی‌توان به باطن آن پی برد ترک شود.,مار خوش خط خالی است ولی سعی کن نزدیکش نشوی.
463.html,0,ما اين كتاب (آسمانى) را براى مردم بحق بر تو نازل كرديم; هر كس هدايت را پذيرد به نفع خود اوست; و هر كس گمراهى را برگزيند، تنها به زيان خود گمراه مى گردد; و تو مامور اجبار آنها به هدايت نيستى. (41),میانه است در صورتی که تمام جوانب را رعایت کنید و با احتیاط عمل کنید خوب است والا بد است.,به افراد شیادی بر می‌خورید با احتیاط عمل کنید و در صورت امکان ترک کنید.
465.html,-1,يا بگويد: «اگر خداوند مرا هدايت مى كرد، از پرهيزگاران بودم!» (57),بسیار بد است دچار پشیمانی شَدید خواهید شد. حتما ترک شود.,در صورت انجام این معامله به‌شدت متضرر و پشیمان خواهید شد.
467.html,1,(در آن روز) فرشتگان را مى بينى كه بر گرد عرش خدا حلقه زده اند و با ستايش پروردگارشان تسبيح مى گويند; و در ميان بندگان بحق داورى مى شود; و (سرانجام) گفته خواهد شد: «حمد مخصوص خدا پروردگار جهانيان است!» (75),خوب است ان‌شاءالله به همه‌ی اهدافتان خواهید رسید با توکل به‌خدا اقدام کنید.,سود خوبی از این معامله نصیبتان خواهد شد مستمندان را فراموش نکنید.
469.html,-1,امروز هر كس در برابر كارى كه انجام داده است پاداش داده مى شود; امروز هيچ ظلمى نيست; خداوند سريع الحساب است! (17),بد است مورد خیلی دقیق و میلی‌متری است و با کوچکترین لغزش سقوط خواهید کرد پس ترکش به صواب نزدیکتر است.,با‌ یک لغزش کوچک کارتان تمام است انجام ندهید.
47.html,-1,كسانى كه ربا مى خورند، (در قيامت) برنمى خيزند مگر مانند كسى كه بر اثر تماس شيطان، ديوانه شده (و نمى تواند تعادل خود را حفظ كند; گاهى زمين مى خورد، گاهى بپا مى خيزد). اين، به خاطر آن است كه گفتند: «داد و ستد هم مانند ربا است (و تفاوتى ميان آن دو نيست.)» در حالى كه خدا بيع را حلال كرده، و ربا را حرام! (زيرا فرق ميان اين دو، بسيار است.) و اگر كسى اندرز الهى به او رسد، و (از رباخوارى) خوددارى كند، سودهايى كه در سابق ( قبل از نزول حكم تحريم) به دست آورده، مال اوست; (و اين حكم، گذشته را شامل نمى گردد;) و كار او به خدا واگذار مى شود; (و گذشته او را خواهد بخشيد.) اما كسانى كه بازگردند (و بار ديگر مرتكب اين گناه شوند)، اهل آتشند; و هميشه در آن مى مانند. (275),بسیار بد است به حرام می‌افتید و دچار مشکلات زیادی خواهید شد.,بین تجارت سالم و رباخواری فرق بسیار است خود را فریب ندهید.
471.html,-1,پيش از اين يوسف دلايل روشن براى شما آورد، ولى شما همچنان در آنچه او براى شما آورده بود ترديد داشتيد; تا زمانى كه از دنيا رفت، گفتيد: هرگز خداوند بعد از او پيامبرى مبعوث نخواهد كرد! اين گونه خداوند هر اسرافكار ترديدكننده اى را گمراه مى سازد! (34),بد است مورد تهمت و بهتان قرار می‌گیرید و انگشت نما می‌شوید ترک کنید.,ضرر هنگفتی خواهید کرد و اعتبارتان زیر سوال می‌رود ترک کنید.
473.html,-1,آنها مى گويند: «آيا پيامبران شما دلايل روشن برايتان نياوردند؟!» مى گويند: «آرى!» آنها مى گويند: «پس هر چه مى خواهيد (خدا را) بخوانيد; ولى دعاى كافران (به جايى نمى رسد و) جز در ضلالت نيست!» (50),بد است در صورت انجام به‌شدت پشیمان می‌شوید ولی دیگر پشیمانی شما سودی نخواهد داشت.,بعذاب و سختی دچار خواهید شد و متضرر ‌می‌شوید ترک شود.
475.html,-1,او كسى است كه شما را از خاك آفريد، سپس از نطفه، سپس از علقه (خون بسته شده)، سپس شما را بصورت طفلى (از شكم مادر) بيرون مى فرستد، بعد به مرحله كمال قوت خود مى رسيد، و بعد از آن پير مى شويد و (در اين ميان) گروهى از شما پيش از رسيدن به اين مرحله مى ميرند و در نهايت به سرآمد عمر خود مى رسيد; و شايد تعقل كنيد! (67),بد است اگر چه در اول کار ممکن است این طور نشان ندهد ولی در آخر حاصلی جز حسرت و پشیمانی ندارد.,ضرر هنگفتی خواهید کرد و اعتبارتان نیز زیر سوال می‌رود ترک کنید.
477.html,2,حم (1),بسیار خوب است با توکل به‌خدا انجام دهید ان‌شاءالله به همه‌ی اهدافتان خواهید رسید.,معامله‌ی پر سود و برکتی است مستمندان را فراموش نکنید.
479.html,-1,آنها به پوستهاى تنشان مى گويند: «چرا بر ضد ما گواهى داديد؟!» آنها جواب مى دهند: «همان خدايى كه هر موجودى را به نطق درآورده ما را گويا ساخته ; و او شما را نخستين بار آفريد، و بازگشتتان بسوى اوست! (21),بد است دقیقاً نتیجه عکس آن چیزی که منظورتان است حاصل می‌شود ترک نمایید.,ضرر هنگفتی خواهید دید و پشیمانی شدید دارد انجام ندهید.
481.html,1,و از آيات او اين است كه زمين را خشك (و بى جان) مى بينى، اما هنگامى كه آب (باران) بر آن مى فرستيم به جنبش درمى آيد و نمو مى كند; همان كسى كه آن را زنده كرد، مردگان را نيز زنده مى كند; او بر هر چيز تواناست! (39),خوب است با توکل به‌خدا به اهدافتان خواهید رسید ان‌شاءالله.,سود خوبی نصیبتان می‌شود با توکل به‌خدا اقدام کنید.
483.html,2,حم. (1),بسیار خوب است به همه‌ی اهدافتان خواهید رسید و باعث افزایش اعتبارتان خواهد بود ان‌شاءالله.,مورد پرسود و منفعتی خواهد بود با توکل به‌خدا اقدام کنید.
485.html,-1,كسانى كه (از روى لجاجت) درباره خدا بعد از پذيرفتن (و ايمان به) او، محاجه مى كنند، دليلشان نزد پروردگارشان باطل و بى پايه است; و غضب بر آنهاست و عذابى شديد دارند. (16),بسیار بد است به‌هیچ‌وجه انجام ندهید که پشیمانی شدید دارد.,به‌حرام می افتید و دچار عذاب و زحمت طاقت فرسایی خواهید شد انجام ندهید.
487.html,1,از نشانه هاى او كشتيهايى است كه در دريا همچون كوه ها به نظر مى رسند! (32),خوب است با صبر و حوصله مشکلاتتان حل شده و به نتیجه‌ی دلخواه خواهید رسید ان‌شاءالله.,با زحمت و رنج به‌سود خوبی دست خواهید ‌یافت به‌خدا توکل کنید و در هیچ کاری خدا را فراموش نکنید.
489.html,2,همان گونه (كه بر پيامبران پيشين وحى فرستاديم) بر تو نيز روحى را بفرمان خود وحى كرديم; تو پيش از اين نمى دانستى كتاب و ايمان چيست (و از محتواى قرآن آگاه نبودى); ولى ما آن را نورى قرار داديم كه بوسيله آن هر كس از بندگان خويش را بخواهيم هدايت مى كنيم; و تو مسلما به سوى راه راست هدايت مى كنى. (52),بسیار خوب است با توکل به‌خدا اقدام کنید خیر دنیوی و اخروی دارد ان‌شاءالله,با توکل به‌خدا اقدام کنید از شما حرکت از خدا برکت.
49.html,1,و اگر در سفر بوديد، و نويسنده اى نيافتيد، گروگان بگيريد! (گروگانى كه در اختيار طلبكار قرار گيرد.) و اگر به يكديگر اطمينان (كامل) داشته باشيد، (گروگان لازم نيست، و) بايد كسى كه امين شمرده شده (و بدون گروگان، چيزى از ديگرى گرفته)، امانت (و بدهى خود را بموقع) بپردازد; و از خدايى كه پروردگار اوست. بپرهيزد! و شهادت را كتمان نكنيد! و هر كس آن را كتمان كند، قلبش گناهكار است. و خداوند، به آنچه انجام مى دهيد، داناست. (283),خوب است ولی جانب احتیاط را رعایت کنید سپس اقدام کنید که بعدها پشیمان نشوید.,دقت کنید و معامله را سفت و محکم کنید سپس انجام دهید.
491.html,-1,و اين گونه در هيچ شهر و ديارى پيش از تو پيامبر انذاركننده اى نفرستاديم مگر اينكه ثروتمندان مست و مغرور آن گفتند: «ما پدران خود را بر آئينى يافتيم و به آثار آنان اقتدا مى كنيم.» (23),بد است زحمت زیادی خواهید کشید و در آخر نیز نتیجه‌ی دلخواهتان حاصل نمی‌شود.,زحمت زیاد و در آخر هم ضرر و پشیمانی ترک شود.
493.html,-1,ما هيچ آيه (و معجزه اى) به آنان نشان نمى داديم مگر اينكه از ديگرى بزرگتر (و مهمتر) بود; و آنها را به (انواع) عذاب گرفتار كرديم شايد بازگردند! (48),بد است به‌زحمت و عذاب خواهید افتاد و از کرده‌ی خود پشیمان می‌شوید.,دچار ضرر و زیان ‌می‌شوید و پشیمانی شدیدی به‌دنبال دارد.
495.html,-1,(ولى) مجرمان در عذاب دوزخ جاودانه مى مانند. (74),بسیار بد است به‌هیچ‌وجه انجام ندهید که پشیمانی شدید دارد و به چه‌کنم چه‌کنم گرفتار می‌شوید.,دچار ضرر هنگفتی خواهید شد و اعتبار و آبروی شما از این بابت زیر سوال می‌رود ترک شود.
497.html,-1,و در برابر خداوند تكبر نورزيد كه من براى شما دليل روشنى آورده ام! (19),بد است به سختی و عذابی گرفتار خواهید شد که از توان شما خارج است ترک شود.,ضرر- بی اعتباری - آبروریزی و... حتما ترک شود.
499.html,2,حم (1),بسیار خوب است با توکل به‌خدا به همه‌ی اهدافتان خواهید رسید ان‌شاءالله.,بسیار خوب است سود خوبی نصیبتان خواهد شد با توکل به‌خدا انجام دهید مستمندان را فراموش نکنید.
5.html,2,به كسانى كه ايمان آورده، و كارهاى شايسته انجام داده اند، بشارت ده كه باغهايى از بهشت براى آنهاست كه نهرها از زير درختانش جاريست. هر زمان كه ميوه اى از آن، به آنان داده شود، مى گويند: «اين همان است كه قبلا به ما روزى داده شده بود.(ولى اينها چقدر از آنها بهتر و عاليتر است.)» و ميوه هايى كه براى آنها آورده مى شود، همه (از نظر خوبى و زيبايى) يكسانند. و براى آنان همسرانى پاك و پاكيزه است، و جاودانه در آن خواهند بود. (25),بسیار خوب است و از انجام آن استفاده‌ی زیادی خواهید برد .,در این معامله منفعت زیادی خواهید برد با حفظ موازین شرعی معامله را انجام دهید تا در دنیا و آخرت سعادت‌مند شوید.
501.html,-1,آيا ديدى كسى را كه معبود خود را هواى نفس خويش قرار داده و خداوند او را با آگاهى (بر اينكه شايسته هدايت نيست) گمراه ساخته و بر گوش و قلبش مهر زده و بر چشمش پرده اى افكنده است؟! با اين حال چه كسى مى تواند غير از خدا او را هدايت كند؟! آيا متذكر نمى شويد؟! (23),بسیار بد است از گذشته درس بگیرید و اشتباهات گذشته را تکرار نکنید و گرنه باید تاوان سختی از این بابت بدهید.,ضرر هنگفتی خواهید کرد و به‌شدت پشیمان خواهید شد انجام ندهید.
503.html,-1,و هنگامى كه مردم محشور مى شوند، معبودهاى آنها دشمنانشان خواهند بود; حتى عبادت آنها را انكار مى كنند! (6),بسیار بد است به افرادی بر می‌خورید که شما را پلکان خود می‌کنند و شما را به‌خاک سیاه می‌کشانند انجام ندهید.,اعتبار و مال شما در اثر این کار لطمه خواهد خورد ترک شود.
505.html,-1,(سرگذشت هود) برادر قوم عاد را ياد كن، آن زمان كه قومش را در سرزمين «احقاف » بيم داد در حالى كه پيامبران زيادى قبل از او در گذشته هاى دور و نزديك آمده بودند كه: جز خداى يگانه را نپرستيد! (و گفت:) من بر شما از عذاب روزى بزرگ مى ترسم! (21),بسیار بد است به آدمهایی بر می‌خورید که هیچ رحم و مروتی ندارند و شما را به‌خاک سیاه می‌نشانند ترک شود,بسیار بد است سرمایه و اعتبار شما به خطر می‌افتد گرفتار عده‌ای شیاد خواهید شد و شما را بدبخت می‌کنند.
507.html,-1,كسانى كه كافر شدند و (مردم را) از راه خدا بازداشتند، (خداوند) اعمالشان را نابود مى كند! (1),بسیار بد است هر کاری که انجام دهید به نتیجه نمی‌رسید و در آخر هم جز پشیمانی سودی ندارد.,بد است مال و اعتبارتان به مخاطره می‌افتد و هر کاری کنید به نتیجه نمی‌رسد ترک شود.
509.html,-1,كسانى كه ايمان آورده اند مى گويند: «چرا سوره اى نازل نمى شود (كه در آن فرمان جهاد باشد)؟ !» اما هنگامى كه سوره واضح و روشنى نازل مى گردد كه در آن سخنى از جنگ است، منافقان بيماردل را مى بينى كه همچون كسى كه در آستانه مرگ قرار گرفته به تو نگاه مى كنند; پس مرگ و نابودى براى آنان سزاوارتر است! (20),بد است دچار افرادی می‌شوید که به‌هیچ‌وجه صراطی مستقیم نیستند و شما هر کاری کنید آنها حرف خودشان را می‌زنند ترک شود.,بد است دچار افراد زبان نفهم ‌می‌شوید و خسارت هنگفتی را متحمل ‌می‌شوید ترک شود.
51.html,-1,ثروتها و فرزندان كسانى كه كافر شدند، نمى تواند آنان را از (عذاب) خداوند باز دارد; (و از كيفر، رهايى بخشد.) و آنان خود، آتشگيره دوزخند. (10),بسیار بد است انجام ندهید که به‌شدت پشیمان خواهید شد.,در این کار غیر از ضرر و بدبختی چیزی وجود ندارد به‌هیچ وجه انجام ندهید.
511.html,2,ما براى تو پيروزى آشكارى فراهم ساختيم!... (1),بسیار خوب است دیگر از این موقعیت‌های خوب، کمتر به سراغ شما می‌آید با توکل به‌خدا اقدام کنید.,سود خوبی نصیبتان خواهد شد مستمندان را فراموش نکنید.
513.html,-1,به متخلفان از اعراب بگو: «بزودى از شما دعوت مى شود كه بسوى قومى نيرومند و جنگجو برويد و با آنها پيكار كنيد تا اسلام بياورند; اگر اطاعت كنيد، خداوند پاداش نيكى به شما مى دهد; و اگر سرپيچى نماييد -همان گونه كه در گذشته نيز سرپيچى كرديد- شما را با عذاب دردناكى كيفر مى دهد!» (16),بد است دچار سختی و عذاب خواهید شد در آخر هم به نتیجه‌ای که می‌خواهید نمی‌رسید.,بد است سختی و رنج زیادی خواهید برد و در آخر هم به نتیجه دلخواه نمی‌رسید.
515.html,1,محمد (ص) فرستاده خداست; و كسانى كه با او هستند در برابر كفار سرسخت و شديد، و در ميان خود مهربانند; پيوسته آنها را در حال ركوع و سجود مى بينى در حالى كه همواره فضل خدا و رضاى او را مى طلبند; نشانه آنها در صورتشان از اثر سجده نمايان است; اين توصيف آنان در تورات و توصيف آنان در انجيل است، همانند زراعتى كه جوانه هاى خود را خارج ساخته، سپس به تقويت آن پرداخته تا محكم شده و بر پاى خود ايستاده است و بقدرى نمو و رشد كرده كه زارعان را به شگفتى وامى دارد; اين براى آن است كه كافران را به خشم آورد (ولى) كسانى از آنها را كه ايمان آورده و كارهاى شايسته انجام داده اند، خداوند وعده آمرزش و اجر عظيمى داده است. (29),خوب است با توکل به‌خدا انجام دهید ان‌شاءالله به اهدافتان خواهید رسید.,سود خوبی نصیبتان خواهد شد با توکل به‌خدا انجام دهید مستمندان را فراموش نکنید
517.html,-1,اى كسانى كه ايمان آورده ايد! از بسيارى از گمانها بپرهيزيد، چرا كه بعضى از گمانها گناه است; و هرگز (در كار ديگران) تجسس نكنيد; و هيچ يك از شما ديگرى را غيبت نكند، آيا كسى از شما دوست دارد كه گوشت برادر مرده خود را بخورد؟! (به يقين) همه شما از اين امر كراهت داريد; تقواى الهى پيشه كنيد كه خداوند توبه پذير و مهربان است! (12),بد است به حرام می‌افتید و در حرف و حدیث مردم قرار خواهید گرفت ترک شود.,مورد مناسبی برای انجام معامله نیست به‌عبارت بهتر آش دهان سوزی نیست ترک شود
519.html,-1,ما انسان را آفريديم و وسوسه هاى نفس او را مى دانيم، و ما به او از رگ قلبش نزديكتريم! (16),بد است آن چه در نظر شما است با آن چه اتفاق خواهد افتاد تفاوت بسیار دارد. ترک شود.,دچار ضرر و زیان خواهید شد و اعتبارتان زیر سوال می‌رود انجام ندهید.
521.html,-1,قسم به آسمان كه داراى چين و شكنهاى زيباست، (7),بسیار بد است به چه‌کنم چه‌کنم گرفتار خواهید شد و از کرده‌ی خود به‌شدت پشیمان خواهید گشت.,با افراد نادان و زبان نفهمی روبرو ‌می‌شوید و از انجام آن به‌شدت پشیمان خواهید شد ترک کنید.
523.html,-1,اين گونه است كه هيچ پيامبرى قبل از اينها بسوى قومى فرستاده نشد مگر اينكه گفتند: س خ للّهاو ساحر است يا ديوانه!» (52),بد است شما را تکذیب می‌کنند و از دست شما هم کاری بر نمی‌آید ترک شود.,بد است آن‌گونه ای که شما فکر می‌کنید نیست ترک شود.
525.html,-1,آيا عقلهايشان آنها را به اين اعمال دستور مى دهد، يا قومى طغيانگرند؟ (32),بد است مطلبی از شما مخفی مانده است که در صورت اطلاع از آن این کار را انجام نمی‌دهید ترک شود.,بد است چیزی از شما مخفی مانده است و در صورت انجام معامله متضرر خواهید شد ترک شود.
527.html,-1,آنها هرگز به اين سخن دانشى ندارند، تنها از گمان بى پايه پيروى مى كنند با اينكه «گمان » هرگز انسان را از حق بى نياز نمى كند!(28),بسیار بد است درست برعکس آن چیزی که فکر می‌کنید، نتیجه می‌دهد. حتما ترک شود.,ضرر هنگفتی خواهید کرد و اعتبار شما زیر سوال می‌رود حتما ترک شود.
529.html,-1,آنان در حالى كه چشمهايشان از شدت وحشت به زير افتاده، همچون ملخهاى پراكنده از قبرها خارج مى شوند، (7),بسیار بد است دیگر بدتر از این نمی‌شود حتما ترک شود.,بسیار بد است ضرر هنگفتی خواهید کرد و اعتبار شما به‌شدت زیر سوال می‌رود حتما ترک شود.
53.html,-1,آيا نديدى كسانى را كه بهره اى از كتاب (آسمانى) داشتند، به سوى كتاب الهى دعوت شدند تا در ميان آنها داورى كند، سپس گروهى از آنان، (با علم و آگاهى،) روى مى گردانند، در حالى كه (از قبول حق) اعراض دارند؟ (23),بد است حرف شما پیش نمی‌رود و ضرر می‌کنید ترک کنید.,شما را فریب می‌دهند و سرتان کلاه می‌گذارند انجام ندهید.
531.html,-1,و فرمان ما يك امر بيش نيست، همچون يك چشم بر هم زدن! (50),بد است اگر چه ظاهرا همه چیز بر وفق مراد است ولی در آخر متوجه می‌شوید که باطنا چیز دیگری بوده است. ترک شود.,بد است گول ظاهر را نخورید در صورت انجام متضرر خواهید شد.
533.html,-1,مجرمان از چهره هايشان شناخته مى شوند; و آنگاه آنها را از موهاى پيش سر، و پاهايشان مى گيرند (و به دوزخ مى افكنند)! (41),بسیار بد است به‌هیچ‌وجه مناسب نیست انجام ندهید که پشیمانی شدید دارد.,ضرر مالی و اعتباری دارد و اعتبار شما به‌شدت زیر سوال می‌رود انجام ندهید.
535.html,2,نوجوانانى جاودان (در شكوه و طراوت) پيوسته گرداگرد آنان مى گردند، (17),بسیار خوب است به همه‌ی اهدافی که در نظر دارید می‌رسید و باعث گشایش در کارتان می‌شود.,منفعت خوبی نصیبتان خواهد شد با توکل به‌خدا اقدام کنید.
537.html,2,كه آن، قرآن كريمى است، (77),بسیار خوب است به تمامی اهدافتان خواهید رسید با توکل به‌خدا اقدام کنید و در هیچ حال خدا را فراموش نکنید.,منفعت خوبی در انتظار شما است با توکل به‌خدا انجام دهید و در هیچ کاری خدا را فراموش نکنید.
539.html,2,(اين پاداش بزرگ) در روزى است كه مردان و زنان باايمان را مى نگرى كه نورشان پيش رو و در سمت راستشان بسرعت حركت مى كند (و به آنها مى گويند:) بشارت باد بر شما امروز به باغهايى از بهشت كه نهرها زير (درختان) آن جارى است; جاودانه درآن خواهيد ماند! و اين همان رستگارى بزرگ است! (12),بسیار خوب است دیگر از این بهتر نمی‌شود با توکل به‌خدا انجام دهید ان‌شاءالله موفق خواهید شد.,به همه‌ی اهدافتان در این معامله دست پیدا می‌کنید و سود خوبی عایدتان می‌شود با توکل به‌خدا انجام دهید.
541.html,0,ما رسولان خود را با دلايل روشن فرستاديم، و با آنها كتاب (آسمانى) و ميزان (شناسايى حق از باطل و قوانين عادلانه) نازل كرديم تا مردم قيام به عدالت كنند; و آهن را نازل كرديم كه در آن نيروى شديد و منافعى براى مردم است، تا خداوند بداند چه كسى او و رسولانش را يارى مى كند بى آنكه او را ببينند; خداوند قوى و شكست ناپذير است! (25),میانه است اگر همه‌ی شرایط را بررسی کردید و همه چیز بر وفق مراد بود انجام دهید والا ترک نمایید.,با ‌بررسی همه‌ی جوانب و مشورت با افراد خبره اگر اقدام شود خوب والا بد است.
543.html,0,آيا نمى دانى كه خداوند آنچه را در آسمانها و آنچه را در زمين است مى داند; هيچ گاه سه نفر با هم نجوا نمى كنند مگر اينكه خداوند چهارمين آنهاست، و هيچ گاه پنج نفر با هم نجوا نمى كنند مگر اينكه خداوند ششمين آنهاست، و نه تعدادى كمتر و نه بيشتر از آن مگر اينكه او همراه آنهاست هر جا كه باشند، سپس روز قيامت آنها را از اعمالشان آگاه مى سازد، چرا كه خداوند به هر چيزى داناست! (7),میانه است اگر همه‌ی جوانب را سنجیده و مشکلی در میان نیست انجام دهید و الا ترک کنید.,همه‌ی شرایط را ‌بررسی کنید اگر مشکلی در بین نبود انجام دهید والا ترک کنید.
545.html,2,هيچ قومى را كه ايمان به خدا و روز رستاخيز دارند نمى يابى كه با دشمنان خدا و رسولش دوستى كنند، هر چند پدران يا فرزندان يا برادران يا خويشاوندانشان باشند; آنان كسانى هستند كه خدا ايمان را بر صفحه دلهايشان نوشته و با روحى از ناحيه خودش آنها را تقويت فرموده، و آنها را در باغهايى از بهشت وارد مى كند كه نهرها از زير (درختانش) جارى است، جاودانه در آن مى مانند; خدا از آنها خشنود است، و آنان نيز از خدا خشنودند; آنها «حزب الله س ذللّهاند; بدانيد «حزب الله » پيروزان و رستگارانند. (22),بسیار خوب است اگر قرار بود انسان همه چیز را با عقل ناقصش می فهمید که... با توکل به‌خدا انجام دهید نتیجه‌ی دلخواه حاصل می‌شود.,بسیار خوب است منفعت خوبی از این معامله نصیبتان خواهد شد.
547.html,2,(همچنين) كسانى كه بعد از آنها ( بعد از مهاجران و انصار) آمدند و مى گويند: «پروردگارا! ما و برادرانمان را كه در ايمان بر ما پيشى گرفتند بيامرز، و در دلهايمان حسد و كينه اى نسبت به مؤمنان قرار مده! پروردگارا، تو مهربان و رحيمى!» (10),بسیار خوب است با توکل به‌خدا انجام دهید ان‌شاءالله به همه‌ی اهدافتان خواهید رسید.,معامله‌ی پر منفعت و سودآوری خواهد بود با توکل به‌خدا انجام دهید مستمندان را فراموش نکنید.
549.html,2,اى كسانى كه ايمان آورده ايد! دشمن من و دشمن خودتان را دوست نگيريد! شما نسبت به آنان اظهار محبت مى كنيد، در حالى كه آنها به آنچه از حق براى شما آمده كافر شده اند و رسول الله و شما را به خاطر ايمان به خداوندى كه پروردگار همه شماست از شهر و ديارتان بيرون مى رانند; اگر شما براى جهاد در راه من و جلب خشنوديم هجرت كرده ايد; (پيوند دوستى با آنان برقرار نسازيد!) شما مخفيانه با آنها رابطه دوستى برقرار مى كنيد در حالى كه من به آنچه پنهان يا آشكار مى سازيد از همه داناترم! و هر كس از شما چنين كارى كند، از راه راست گمراه شده است! (1),بسیار خوب است کمی زحمت دارد ولی به زحمتش می‌ارزد با توکل به‌خدا انجام دهید.,معامله‌ی پر منفعتی است به‌خدا توکل کنید و مواظب باشید حرام داخل مالتان نشود.
55.html,2,در آنجا بود كه زكريا، (با مشاهده آن همه شايستگى در مريم،) پروردگار خويش را خواند و عرض كرد: «خداوندا! از طرف خود، فرزند پاكيزه اى (نيز) به من عطا فرما، كه تو دعا را مى شنوى!» (38),بسیار خوب است با توکل به‌خدا اقدام کن ان‌شاءالله به همه‌ی اهدافتان خواهید رسید.,سود و منفعت زیادی می‌بری ان‌شاءالله .
551.html,1,اى پيامبر! هنگامى كه زنان مؤمن نزد تو آيند و با تو بيعت كنند كه چيزى را شريك خدا قرار ندهند، دزدى و زنا نكنند، فرزندان خود را نكشند، تهمت و افترايى پيش دست و پاى خود نياورند و در هيچ كار شايسته اى مخالفت فرمان تو نكنند، با آنها بيعت كن و براى آنان از درگاه خداوند آمرزش بطلب كه خداوند آمرزنده و مهربان است! (12),خوب است به شرطی که مرتکب حرام نشوید که در این صورت عواقب بدی انتظار شماست.,خوب است به شرطی که مرتکب حرام نشوید و همه‌ی جوانب کار را رعایت کنید.
553.html,2,آنچه در آسمانها و آنچه در زمين است همواره تسبيح خدا مى گويند، خداوندى كه مالك و حاكم است و از هر عيب و نقصى مبرا، و عزيز و حكيم است! (1),بسیار خوب است ان‌شاءالله به همه‌ی اهدافی که در نظر دارید خواهید رسید با توکل به‌خدا اقدام کنید.,سود خوبی در انتظار شماست با توکل به‌خدا اقدام کنید صدقه فراموش نشود.
555.html,-1,هنگامى كه به آنان گفته شود: «بياييد تا رسول خدا براى شما استغفار كند!»، سرهاى خود را (از روى استهزا و كبر و غرور) تكان مى دهند; و آنها را مى بينى كه از سخنان تو اعراض كرده و تكبر مى ورزند! (5),بسیار بد است در صورت انجام به‌شدت پشیمان خواهید شد به‌هیچ‌وجه انجام ندهید.,ضرر هنگفتی را متحمل ‌می‌شوید و به شدت پشیمان خواهید شد ترک شود.
557.html,-1,اما كسانى كه كافر شدند و آيات ما را تكذيب كردند اصحاب دوزخند، جاودانه در آن مى مانند، و (سرانجام آنها) سرانجام بدى است! (10),بسیار بد است به‌هیچ‌وجه انجام ندهید که به‌شدت پشیمان خواهید شد. حتما ترک شود.,ضرر هنگفت مالی و اعتباری خواهد داشت حتما ترک شود والا دچار پشیمانی شدیدی خواهید شد.
559.html,0,آنها ( زنان مطلقه) را هر جا خودتان سكونت داريد و در توانايى شماست سكونت دهيد; و به آنها زيان نرسانيد تا كار را بر آنان تنگ كنيد (و مجبور به ترك منزل شوند); و اگر باردار باشند، نفقه آنها را بپردازيد تا وضع حمل كنند; و اگر براى شما (فرزند را) شير مى دهند، پاداش آنها را بپردازيد; و (درباره فرزندان، كار را) با مشاوره شايسته انجام دهيد; و اگر به توافق نرسيديد، آن ديگرى شيردادن آن بچه را بر عهده مى گيرد. (6),میانه خوب است اگر شرایط مربوط را رعایت کنید خوب والا ترکش بهتر است.,طی‌یک شرایطی خوب والا بد است.
561.html,0,اى كسانى كه ايمان آورده ايد بسوى خدا توبه كنيد، توبه اى خالص; اميد است (با اين كار) پروردگارتان گناهانتان را ببخشد و شما را در باغهايى از بهشت كه نهرها از زير درختانش جارى است وارد كند، در آن روزى كه خداوند پيامبر و كسانى را كه با او ايمان آوردند خوار نمى كند; اين در حالى است كه نورشان پيشاپيش آنان و از سوى راستشان در حركت است، و مى گويند: «پروردگارا! نور ما را كامل كن و ما را ببخش كه تو بر هر چيز توانائى!» (8),میانه خوب است در صورتی كه شرایطی كه وجود دارد رعایت شود خوب است والا تركش به صواب نزدیكتر است.,اگر شرایط را رعایت کنید سود خوبی خواهید داشت والا ترکش کنید.
563.html,1,گفتار خود را پنهان كنيد يا آشكار (تفاوتى نمى كند)، او به آنچه در سينه هاست آگاه است! (13),خوب است برای مشورت افرادی را در نظر بگیرید كه توانایی راهنمایی شما را دارند و با هر كسی در این رابطه صحبت نكنید.,خوب است سود خوبی نصیبتان خواهد شد توصیه‌های بالا را رعایت کنید.
